user_id,action count,action count ratio,day count,product diversity,1111 action count,1111 action count ratio,1111 activity ratio,last week action count,last week action count ratio,last week activity ratio,last month action count,last month action count ratio,last month activity ratio,% repeat buyer gender,% repeat buyer age,month,day,user_monthly_action_count,month_total_action_count,monthly_action_count_ratio,monthly_mean_action_type,user_buys,user_buy_ratio
379824,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.73,0.05,11,11,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
379824,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.73,0.05,11,11,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
379824,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.73,0.05,11,11,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
379824,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.73,0.05,11,10,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
379824,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.73,0.05,11,10,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
379824,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.73,0.05,11,10,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
141307,9,0.023376623376623377,2,0.005917159763313609,6,0.02631578947368421,0.6666666666666666,9,0.02535211267605634,1.0,9,0.02459016393442623,1.0,0.73,0.23,11,7,9,362,0.024861878453038673,0.2222222222222222,1,0.1111111111111111
141307,9,0.023376623376623377,2,0.005917159763313609,6,0.02631578947368421,0.6666666666666666,9,0.02535211267605634,1.0,9,0.02459016393442623,1.0,0.73,0.23,11,7,9,362,0.024861878453038673,0.2222222222222222,1,0.1111111111111111
141307,9,0.023376623376623377,2,0.005917159763313609,6,0.02631578947368421,0.6666666666666666,9,0.02535211267605634,1.0,9,0.02459016393442623,1.0,0.73,0.23,11,7,9,362,0.024861878453038673,0.2222222222222222,1,0.1111111111111111
141307,9,0.023376623376623377,2,0.005917159763313609,6,0.02631578947368421,0.6666666666666666,9,0.02535211267605634,1.0,9,0.02459016393442623,1.0,0.73,0.23,11,11,9,362,0.024861878453038673,0.2222222222222222,1,0.1111111111111111
141307,9,0.023376623376623377,2,0.005917159763313609,6,0.02631578947368421,0.6666666666666666,9,0.02535211267605634,1.0,9,0.02459016393442623,1.0,0.73,0.23,11,11,9,362,0.024861878453038673,0.2222222222222222,1,0.1111111111111111
141307,9,0.023376623376623377,2,0.005917159763313609,6,0.02631578947368421,0.6666666666666666,9,0.02535211267605634,1.0,9,0.02459016393442623,1.0,0.73,0.23,11,11,9,362,0.024861878453038673,0.2222222222222222,1,0.1111111111111111
141307,9,0.023376623376623377,2,0.005917159763313609,6,0.02631578947368421,0.6666666666666666,9,0.02535211267605634,1.0,9,0.02459016393442623,1.0,0.73,0.23,11,11,9,362,0.024861878453038673,0.2222222222222222,1,0.1111111111111111
141307,9,0.023376623376623377,2,0.005917159763313609,6,0.02631578947368421,0.6666666666666666,9,0.02535211267605634,1.0,9,0.02459016393442623,1.0,0.73,0.23,11,11,9,362,0.024861878453038673,0.2222222222222222,1,0.1111111111111111
141307,9,0.023376623376623377,2,0.005917159763313609,6,0.02631578947368421,0.6666666666666666,9,0.02535211267605634,1.0,9,0.02459016393442623,1.0,0.73,0.23,11,11,9,362,0.024861878453038673,0.2222222222222222,1,0.1111111111111111
252255,1,0.0025974025974025974,1,0.005917159763313609,1,0.0043859649122807015,1.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.73,0.73,11,11,1,362,0.0027624309392265192,0.0,0,0.0
309566,1,0.0025974025974025974,1,0.005917159763313609,1,0.0043859649122807015,1.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.27,0.05,11,11,1,362,0.0027624309392265192,2.0,1,1.0
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,8,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,8,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,4,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,4,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,11,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,11,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,7,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,11,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,11,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,11,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,11,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,3,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,9,14,362,0.03867403314917127,0.5,2,0.14285714285714285
206032,14,0.03636363636363636,7,0.005917159763313609,6,0.02631578947368421,0.42857142857142855,13,0.036619718309859155,0.9285714285714286,14,0.03825136612021858,1.0,0.27,0.23,11,5,14,362,0.03867403314917127,0.5,2,0.14285714285714285
182119,2,0.005194805194805195,2,0.005917159763313609,1,0.0043859649122807015,0.5,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.73,0.23,11,11,2,362,0.0055248618784530384,0.0,0,0.0
182119,2,0.005194805194805195,2,0.005917159763313609,1,0.0043859649122807015,0.5,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.73,0.23,11,10,2,362,0.0055248618784530384,0.0,0,0.0
68225,1,0.0025974025974025974,1,0.005917159763313609,0,0.0,0.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.73,0.05,11,8,1,362,0.0027624309392265192,0.0,0,0.0
109919,1,0.0025974025974025974,1,0.005917159763313609,0,0.0,0.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.27,0.23,11,5,1,362,0.0027624309392265192,0.0,0,0.0
342023,2,0.005194805194805195,1,0.005917159763313609,0,0.0,0.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.27,0.73,11,8,2,362,0.0055248618784530384,0.0,0,0.0
342023,2,0.005194805194805195,1,0.005917159763313609,0,0.0,0.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.27,0.73,11,8,2,362,0.0055248618784530384,0.0,0,0.0
287829,1,0.0025974025974025974,1,0.005917159763313609,1,0.0043859649122807015,1.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.27,0.73,11,11,1,362,0.0027624309392265192,0.0,0,0.0
255960,1,0.0025974025974025974,1,0.005917159763313609,1,0.0043859649122807015,1.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.27,0.73,11,11,1,362,0.0027624309392265192,0.0,0,0.0
380420,1,0.0025974025974025974,1,0.005917159763313609,0,0.0,0.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.27,0.73,11,5,1,362,0.0027624309392265192,0.0,0,0.0
176150,2,0.005194805194805195,1,0.005917159763313609,2,0.008771929824561403,1.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.73,0.73,11,11,2,362,0.0055248618784530384,0.0,0,0.0
176150,2,0.005194805194805195,1,0.005917159763313609,2,0.008771929824561403,1.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.73,0.73,11,11,2,362,0.0055248618784530384,0.0,0,0.0
407671,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,11,6,362,0.016574585635359115,0.8333333333333334,1,0.16666666666666666
407671,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,11,6,362,0.016574585635359115,0.8333333333333334,1,0.16666666666666666
407671,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,11,6,362,0.016574585635359115,0.8333333333333334,1,0.16666666666666666
407671,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,9,6,362,0.016574585635359115,0.8333333333333334,1,0.16666666666666666
407671,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,9,6,362,0.016574585635359115,0.8333333333333334,1,0.16666666666666666
407671,6,0.015584415584415584,2,0.005917159763313609,3,0.013157894736842105,0.5,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,9,6,362,0.016574585635359115,0.8333333333333334,1,0.16666666666666666
388332,1,0.0025974025974025974,1,0.005917159763313609,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.27,0.05,5,20,1,8,0.125,0.0,0,0.0
244552,2,0.005194805194805195,1,0.005917159763313609,2,0.008771929824561403,1.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.73,0.0,11,11,2,362,0.0055248618784530384,1.0,1,0.5
244552,2,0.005194805194805195,1,0.005917159763313609,2,0.008771929824561403,1.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.73,0.0,11,11,2,362,0.0055248618784530384,1.0,1,0.5
46507,3,0.007792207792207792,1,0.005917159763313609,3,0.013157894736842105,1.0,3,0.008450704225352112,1.0,3,0.00819672131147541,1.0,0.27,0.73,11,11,3,362,0.008287292817679558,0.6666666666666666,1,0.3333333333333333
46507,3,0.007792207792207792,1,0.005917159763313609,3,0.013157894736842105,1.0,3,0.008450704225352112,1.0,3,0.00819672131147541,1.0,0.27,0.73,11,11,3,362,0.008287292817679558,0.6666666666666666,1,0.3333333333333333
46507,3,0.007792207792207792,1,0.005917159763313609,3,0.013157894736842105,1.0,3,0.008450704225352112,1.0,3,0.00819672131147541,1.0,0.27,0.73,11,11,3,362,0.008287292817679558,0.6666666666666666,1,0.3333333333333333
191162,2,0.005194805194805195,1,0.005917159763313609,2,0.008771929824561403,1.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.27,0.0,11,11,2,362,0.0055248618784530384,1.0,1,0.5
191162,2,0.005194805194805195,1,0.005917159763313609,2,0.008771929824561403,1.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.27,0.0,11,11,2,362,0.0055248618784530384,1.0,1,0.5
174308,4,0.01038961038961039,1,0.005917159763313609,4,0.017543859649122806,1.0,4,0.011267605633802818,1.0,4,0.01092896174863388,1.0,0.73,0.0,11,11,4,362,0.011049723756906077,0.5,1,0.25
174308,4,0.01038961038961039,1,0.005917159763313609,4,0.017543859649122806,1.0,4,0.011267605633802818,1.0,4,0.01092896174863388,1.0,0.73,0.0,11,11,4,362,0.011049723756906077,0.5,1,0.25
174308,4,0.01038961038961039,1,0.005917159763313609,4,0.017543859649122806,1.0,4,0.011267605633802818,1.0,4,0.01092896174863388,1.0,0.73,0.0,11,11,4,362,0.011049723756906077,0.5,1,0.25
174308,4,0.01038961038961039,1,0.005917159763313609,4,0.017543859649122806,1.0,4,0.011267605633802818,1.0,4,0.01092896174863388,1.0,0.73,0.0,11,11,4,362,0.011049723756906077,0.5,1,0.25
134532,1,0.0025974025974025974,1,0.005917159763313609,1,0.0043859649122807015,1.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.73,0.0,11,11,1,362,0.0027624309392265192,0.0,0,0.0
355159,1,0.0025974025974025974,1,0.005917159763313609,1,0.0043859649122807015,1.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.27,0.0,11,11,1,362,0.0027624309392265192,0.0,0,0.0
62942,1,0.0025974025974025974,1,0.005917159763313609,0,0.0,0.0,0,0.0,0.0,1,0.00273224043715847,1.0,0.27,0.0,11,3,1,362,0.0027624309392265192,0.0,0,0.0
353962,6,0.015584415584415584,1,0.005917159763313609,6,0.02631578947368421,1.0,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,11,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
353962,6,0.015584415584415584,1,0.005917159763313609,6,0.02631578947368421,1.0,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,11,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
353962,6,0.015584415584415584,1,0.005917159763313609,6,0.02631578947368421,1.0,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,11,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
353962,6,0.015584415584415584,1,0.005917159763313609,6,0.02631578947368421,1.0,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,11,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
353962,6,0.015584415584415584,1,0.005917159763313609,6,0.02631578947368421,1.0,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,11,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
353962,6,0.015584415584415584,1,0.005917159763313609,6,0.02631578947368421,1.0,6,0.016901408450704224,1.0,6,0.01639344262295082,1.0,0.27,0.0,11,11,6,362,0.016574585635359115,0.3333333333333333,1,0.16666666666666666
319670,3,0.007792207792207792,1,0.005917159763313609,3,0.013157894736842105,1.0,3,0.008450704225352112,1.0,3,0.00819672131147541,1.0,0.73,0.0,11,11,3,362,0.008287292817679558,0.6666666666666666,1,0.3333333333333333
319670,3,0.007792207792207792,1,0.005917159763313609,3,0.013157894736842105,1.0,3,0.008450704225352112,1.0,3,0.00819672131147541,1.0,0.73,0.0,11,11,3,362,0.008287292817679558,0.6666666666666666,1,0.3333333333333333
319670,3,0.007792207792207792,1,0.005917159763313609,3,0.013157894736842105,1.0,3,0.008450704225352112,1.0,3,0.00819672131147541,1.0,0.73,0.0,11,11,3,362,0.008287292817679558,0.6666666666666666,1,0.3333333333333333
210578,3,0.007792207792207792,1,0.005917159763313609,3,0.013157894736842105,1.0,3,0.008450704225352112,1.0,3,0.00819672131147541,1.0,0.73,0.73,11,11,3,362,0.008287292817679558,0.0,0,0.0
210578,3,0.007792207792207792,1,0.005917159763313609,3,0.013157894736842105,1.0,3,0.008450704225352112,1.0,3,0.00819672131147541,1.0,0.73,0.73,11,11,3,362,0.008287292817679558,0.0,0,0.0
210578,3,0.007792207792207792,1,0.005917159763313609,3,0.013157894736842105,1.0,3,0.008450704225352112,1.0,3,0.00819672131147541,1.0,0.73,0.73,11,11,3,362,0.008287292817679558,0.0,0,0.0
101110,4,0.01038961038961039,1,0.005917159763313609,4,0.017543859649122806,1.0,4,0.011267605633802818,1.0,4,0.01092896174863388,1.0,0.27,0.23,11,11,4,362,0.011049723756906077,0.5,1,0.25
101110,4,0.01038961038961039,1,0.005917159763313609,4,0.017543859649122806,1.0,4,0.011267605633802818,1.0,4,0.01092896174863388,1.0,0.27,0.23,11,11,4,362,0.011049723756906077,0.5,1,0.25
101110,4,0.01038961038961039,1,0.005917159763313609,4,0.017543859649122806,1.0,4,0.011267605633802818,1.0,4,0.01092896174863388,1.0,0.27,0.23,11,11,4,362,0.011049723756906077,0.5,1,0.25
101110,4,0.01038961038961039,1,0.005917159763313609,4,0.017543859649122806,1.0,4,0.011267605633802818,1.0,4,0.01092896174863388,1.0,0.27,0.23,11,11,4,362,0.011049723756906077,0.5,1,0.25
149798,1,0.0025974025974025974,1,0.005917159763313609,0,0.0,0.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.27,0.0,11,8,1,362,0.0027624309392265192,0.0,0,0.0
6018,2,0.005194805194805195,1,0.005917159763313609,2,0.008771929824561403,1.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.27,0.0,11,11,2,362,0.0055248618784530384,0.0,0,0.0
6018,2,0.005194805194805195,1,0.005917159763313609,2,0.008771929824561403,1.0,2,0.005633802816901409,1.0,2,0.00546448087431694,1.0,0.27,0.0,11,11,2,362,0.0055248618784530384,0.0,0,0.0
281262,1,0.0025974025974025974,1,0.005917159763313609,0,0.0,0.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.73,0.23,11,9,1,362,0.0027624309392265192,0.0,0,0.0
314519,1,0.0025974025974025974,1,0.005917159763313609,1,0.0043859649122807015,1.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.73,0.0,11,11,1,362,0.0027624309392265192,2.0,1,1.0
205257,1,0.0025974025974025974,1,0.005917159763313609,1,0.0043859649122807015,1.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.27,0.0,11,11,1,362,0.0027624309392265192,0.0,0,0.0
117839,1,0.0025974025974025974,1,0.005917159763313609,1,0.0043859649122807015,1.0,1,0.0028169014084507044,1.0,1,0.00273224043715847,1.0,0.27,0.23,11,11,1,362,0.0027624309392265192,0.0,0,0.0
46699,13,0.033766233766233764,4,0.005917159763313609,1,0.0043859649122807015,0.07692307692307693,13,0.036619718309859155,1.0,13,0.03551912568306011,1.0,0.73,0.23,11,11,13,362,0.03591160220994475,0.6153846153846154,1,0.07692307692307693
